Title,Sol#,Department/Ind.Agency,Sub-Tier,Office,PostedDate,Type,ArchiveDate,SetASideCode,ResponseDeadLine,NaicsCode,PopState,PopZip,PopCountry
"Conversion of Building to Secure Space, Okinawa, Japan",W912HV25R0002,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SN ENDIST JAPAN,03:50.2,Presolicitation,12/30/2024,,2025-11-01T17:00:00-04:00,236220,JP-47,,JPN
"Equipment Services Support (ESS) Contracted Maintenance and Repair Contract at Naval Station Rota, Spain",N3943-25-RFI-ESS_Rota,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFAC SYSTEMS AND EXP WARFARE CTR,10-09-24 21:41,Sources Sought,11/23/2025,,2025-11-08T17:00:00-05:00,81131,,,ESP
"SPE300-23-R-0007 Subsistence Prime Vendor Iraq, Jordan, Kuwait, and Syria",SPE30023R007,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,54:47.7,Solicitation,4/21/2025,,2024-06-16T15:00:00-04:00,311999,,,KWT
N33191-24-R-0031 Design-Build (D-B) Construct Maintenance Facility and Technical Training Center in Djibouti,N3319124R0031,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,54:49.4,Solicitation,10-09-25,,2024-11-04T14:00:00+01:00,236210,,,DJI
"Non-NALLA/ALLA requirement to reaward a 10MPLS Layer 2 circuit fiber lease between US Embassy, Abu Dhabi, United Arab Emirates and Al Dhafra Air Base, United Arab Emirates.",HC102124QA167,DEPT OF DEFENSE,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DISA/DITCO EUROPE,12:23.3,Solicitation,02-03-25,,2024-11-10T10:00:00+03:00,517111,,,ARE
Janitorial Services,19TH2024Q0005,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",US EMBASSY BANGKOK,45:04.2,Solicitation,8/31/2025,,2024-11-12T16:00:00+07:00,561720,,,THA
"Base Operations Support (BOS) Services U.S. Naval Support Activity (NSA) Souda Bay, Crete Greece",N6247024R0001,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,58:16.1,Solicitation,11-07-24,,2024-10-23T14:00:00-04:00,561210,,,GRC
"SPE300-23-R-0007 Subsistence Prime Vendor Iraq, Jordan, Kuwait, and Syria",SPE30023R007,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,23:42.3,Solicitation,4/21/2025,,2024-06-16T15:00:00-04:00,311999,,,KWT
EUR/ATHENS - Payroll Processing Services,19GR1025Q0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY ATHENS,45:40.4,Presolicitation,12/31/2024,,2024-10-22T13:00:00+03:00,541219,GR-I,,GRC
USAID DRC Localization Partner Landscape and Market Compensation Survey,,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/DEMOCRATIC REPUBLIC OF CONGO,32:37.5,Special Notice,12/31/2025,,,,CD-KN,,COD
"INSTALL GROUNDING PLATES AT PUMP STATIONS 1, 2 AND 3, Defense Fuel Support Point (DFSP) HACHINOHE, JAPAN",N4008424Q7005,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,10:34.9,Combined Synopsis/Solicitation,9/30/2025,,2024-10-24T11:00:00+09:00,238210,,,JPN
Republic of Italy - Laboratory Testing Services,SPE60324R0511,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,06:56.0,Solicitation,10/25/2025,,2024-10-25T15:00:00-04:00,541380,,,ITA
"FY25 DLA DWCF Various Repairs Chimuwan Tank Farms #1, 2, 3, Okinawa, Japan",W912HV25B0002,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SN ENDIST JAPAN,55:13.8,Presolicitation,10/28/2024,,2024-10-21T08:00:00+09:00,236220,,,JPN
Repair and Maintenance materials for US Embassy Madrid,19SP5025Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MADRID,10:02.0,Solicitation,11-03-25,,2025-10-19T10:00:00-04:00,332510,ES-MD,28006,ESP
"Grounds Maintenance Services at Airfields Katterbach & Illesheim, USAG Ansbach",W912PB25R3004,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,49:03.3,Presolicitation,1/17/2025,,2024-12-13T10:00:00+01:00,561730,DE-BY,91522,DEU
"PREVENTATIVE MAINTENANCE FOR THE UNITERRUPTABLE POWER SYSTEM, US EMBASSY WINDHOEK",19WA8024Q0049,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY WINDHOEK,26:07.6,Solicitation,12/30/2024,,2024-10-18T17:00:00+02:00,2211,NA-KH,,NAM
"Design-Build Construct Multi-Purpose Facility, Larnaca, Cyprus",N3319124R0038,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,16:10.5,Solicitation,10-03-25,,2024-10-08T14:00:00+01:00,236210,CY-03,,CYP
"Design-Build Construct Multi-Purpose Facility, Larnaca, Cyprus",N3319124R0038,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,57:42.9,Solicitation,10-03-25,,2024-10-08T14:00:00+01:00,236210,CY-03,,CYP
"Operation and Maintenance (O&M) of Draughon Bombing and Electronic Attack Range, Misawa Air Base, Japan",RFI-FA5205-25-001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5205  35 CONS PK,25:42.8,Sources Sought,9/30/2025,,2024-10-23T16:30:00+09:00,561210,,,JPN
"Operation and Maintenance (O&M) of Draughon Bombing and Electronic Attack Range, Misawa Air Base, Japan",RFI-FA5205-25-001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5205  35 CONS PK,20:11.9,Sources Sought,9/30/2025,,2024-10-23T16:30:00+09:00,561210,,,JPN
"HOTEL ACCOMMODATION AND CONFERENCE PACKAGE AT BAGAC, BATAAN",19RP3824Q0233,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,39:58.8,Solicitation,2/28/2025,,2024-10-09T16:00:00+08:00,721110,,,PHL
"INSTALL GROUNDING PLATES AT PUMP STATIONS 1, 2 AND 3, Defense Fuel Support Point (DFSP) HACHINOHE, JAPAN",N4008424Q7005,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,44:25.6,Combined Synopsis/Solicitation,9/30/2025,,2024-10-24T11:00:00+09:00,238210,,,JPN
"HOTEL ACCOMMODATION AND CONFERENCE PACKAGE AT BAGAC, BATAAN",19RP3824Q0233,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,09:44.5,Solicitation,2/28/2025,,2024-10-04T16:00:00+08:00,721110,,,PHL
"TSIO Services for the U.S. Mission, Türkiye",19TU1525Q3000,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY ANKARA,05:56.8,Presolicitation,12/31/2024,,2024-10-15T16:00:00+03:00,541612,,6530,TUR
HMO HVAC VRF Preventive Maintenance Service,19MX5724Q0010,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN CONSULATE HERMOSILLO,26:31.7,Presolicitation,1/25/2025,,,333415,MX-SON,83204,MEX
HMO Residential Alarm installation and monitoring services,19MX5724Q0009,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN CONSULATE HERMOSILLO,26:13.2,Solicitation,01-12-25,,2024-11-12T10:00:00-08:00,561621,MX-SON,83204,MEX
HMO HVAC AHU Preventive Maintenance Service,19MX5724Q0008,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN CONSULATE HERMOSILLO,24:57.9,Presolicitation,1/25/2025,,,333415,MX-SON,83204,MEX
SPE605-24-RFI-1012: Greece - Ground Fuels Delivery Purchase Program 1.6U,SPE60524RFI1012,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,24:01.1,Sources Sought,10/29/2024,,2024-10-14T12:00:00-04:00,324110,,,GRC
"Supply, Delivery and Installation of Automated System for Identification and Susceptibility of Microorganisms",19RP3824Q0185,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,32:20.4,Solicitation,4/24/2025,,2024-08-22T10:00:00+08:00,541380,,,PHL
"FY24 PROCUREMENT OF A TRAILER FOR NAVFAC FE, MISAWA",N4008424P0011,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,19:34.3,Award Notice,9/30/2026,,,336212,,,JPN
"N4008424Q7005, INSTALL GROUNDING PLATES AT PUMP STATIONS 1, 2 AND 3, Defense Fuel Support Point (DFSP) HACHINOHE, JAPAN",N4008424Q7005,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,46:35.3,Combined Synopsis/Solicitation,9/30/2025,,2024-10-24T11:00:00+09:00,238210,,,JPN
"INSTALL GROUNDING PLATES AT PUMP STATIONS 1, 2 AND 3, Defense Fuel Support Point (DFSP) HACHINOHE, JAPAN",N4008424Q7005,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,42:55.9,Combined Synopsis/Solicitation,11-08-24,,2024-10-24T11:00:00+09:00,238210,,,JPN
"Base Operations Support (BOS) Services U.S. Naval Support Activity (NSA) Souda Bay, Crete Greece",N6247024R0001,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,05:43.9,Solicitation,11-02-24,,2024-10-18T14:00:00-04:00,561210,,,GRC
Masonry work in a U.S Government Property located in Strasbourg,19FR6324Q0052,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY PARIS,26:42.6,Solicitation,11/28/2024,,2024-11-13T18:00:00+01:00,238140,,,FRA
"Waterproofing repair on a balcony of a USG building located in Strasbourg, France",19FR6324Q0053,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY PARIS,03:21.1,Solicitation,11/28/2024,,2024-11-13T18:00:00+01:00,238990,,,FRA
Supply and Delivery of Queen and Twin Mattress,19RP3824Q0208,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,07:45.6,Solicitation,4/24/2025,,2024-09-03T10:00:00+08:00,33712,,,PHL
"$245M Multiple Award Task Order Contracts (MATOC), Sustainment, Restoration, and Modernization (SRM) Requirements, Okinawa, Japan",W912HV24R0004,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SN ENDIST JAPAN,26:21.6,Solicitation,9/27/2025,,2024-12-03T14:00:00+09:00,236220,,,JPN
Republic of Italy - Laboratory Testing Services,SPE60324R0511,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,59:02.9,Solicitation,10/25/2025,,2024-10-25T15:00:00-04:00,541380,,,ITA
Supplemental Health Insurance services to employees and CSR Annuitants of the Government of the United States of America in Greece and their eligible dependents.,19GR10-24-R-0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY ATHENS,55:26.6,Solicitation,12/31/2024,,2024-11-14T08:00:00-05:00,524114,,,GRC
N33191-24-R-0031 Design-Build (D-B) Construct Maintenance Facility and Technical Training Center in Djibouti,N3319124R0031,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,03:57.5,Solicitation,9/26/2025,,2024-10-21T14:00:00+01:00,236210,,,DJI
N33191-24-R-0031 Design-Build (D-B) Construct Maintenance Facility and Technical Training Center in Djibouti,N3319124R0031,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,17:10.5,Solicitation,9/26/2025,,2024-09-30T14:00:00+01:00,236210,,,DJI
"Custodial Services follow-on contract for USAG-Italy, Vicenza",W912PF24P0078,DEPT OF DEFENSE,DEPT OF THE ARMY,0414 AQ HQ     CONTRACT AUG,09:41.3,Justification,9/26/2025,,,561720,IT-34,9630,ITA
Movement and Maintenance of Government Furniture and Appliances at Naval Air Facility (NAF) Atsugi,FA520924Q0060,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,53:43.8,Solicitation,10/22/2024,,2024-10-07T14:00:00+09:00,484210,JP-14,,JPN
Republic of Italy - Laboratory Testing Services,SPE60324R0511,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,03:33.4,Solicitation,10/25/2025,,2024-10-25T15:00:00-04:00,541380,,,ITA
Communications and Outreach Support Activity,72016524R00002,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/MACEDONIA,09:27.1,Combined Synopsis/Solicitation,12/31/2024,LAS,2024-10-21T16:00:00+02:00,541611,,1000,MKD
N33191-24-R-0031 Design-Build (D-B) Construct Maintenance Facility and Technical Training Center in Djibouti,N3319124R0031,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,38:27.1,Solicitation,8/29/2025,,2024-09-30T14:00:00+01:00,236210,,,DJI
"Construction of P992 Fleet Maintenance Facility (FMF) & Tactical Operations Center (TOC), Isa Air Base, Bahrain",W912ER22R0005,DEPT OF DEFENSE,DEPT OF THE ARMY,W31R ENDIS MIDDLE EAST,01:39.2,Presolicitation,12/31/2025,,2025-05-13T16:00:00-04:00,236220,,,BHR
Two-Phase IDIQ SATOC for Small Construction Requirements in Peru,W9127824D0077_Award,DEPT OF DEFENSE,DEPT OF THE ARMY,US ARMY ENGINEER DISTRICT MOBILE,37:07.3,Award Notice,9/30/2025,,,236220,,,PER
Landscaping Services,19GB5024Q0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY LIBREVILLE,10:55.5,Presolicitation,09-05-25,,2024-09-05T17:30:00+01:00,561730,GA-1,4000,GAB
MSG Cook / Food Services,19GB5024Q0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY LIBREVILLE,08:10.0,Solicitation,06-05-25,,2024-09-05T10:55:00+01:00,722320,GA-1,4000,GAB
"Two Phase IDIQ SATOC for Small Construction Requirements at Soto Cano Air Base, Honduras",W9127824R0077,DEPT OF DEFENSE,DEPT OF THE ARMY,US ARMY ENGINEER DISTRICT MOBILE,17:23.2,Presolicitation,9/30/2025,,,236220,,,HND
Janitorial Services,19TH2024Q0005,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",US EMBASSY BANGKOK,18:35.9,Solicitation,8/31/2025,,2024-11-12T16:00:00+07:00,561720,,,THA
"PREVENTATIVE MAINTENANCE FOR THE UNITERRUPTABLE POWER SYSTEM, US EMBASSY WINDHOEK",19WA8024Q0049,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY WINDHOEK,45:29.3,Solicitation,12/30/2024,,2024-10-18T17:00:00+02:00,2211,NA-KH,,NAM
MSG Cook / Food Services,19GB5024Q0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY LIBREVILLE,18:25.3,Solicitation,06-05-25,,2024-09-05T10:55:00+01:00,722320,GA-1,4000,GAB
"PREVENTATIVE MAINTENANCE FOR THE UNITERRUPTABLE POWER SYSTEM, US EMBASSY WINDHOEK",19WA8024Q0049,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY WINDHOEK,58:32.0,Solicitation,12/30/2024,,2024-10-18T17:00:00+02:00,2211,NA-KH,,NAM
"HOTEL ACCOMMODATION AND CONFERENCE PACKAGE AT BAGAC, BATAAN",19RP3824Q0233,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,32:27.1,Solicitation,2/28/2025,,2024-10-04T16:00:00+08:00,721110,,,PHL
"Architectural and Engineering Services for Pituffik Space Base, Greenland",FA252325R0002,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,"FA2523  DETACHMENT 1, 21 CONS",15:20.6,Sources Sought,11-01-25,,2024-10-31T16:00:00+01:00,541310,,,GRL
Mobile Guard Shacks,FA557024QB003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5570  501 CSW RCO,13:32.8,Combined Synopsis/Solicitation,3/30/2025,,2024-09-23T04:00:00+01:00,332311,GB-CAM,PE 28 4DA,GBR
FY24 PROCUREMENT OF LGHG VEHICLES FOR NAVFAC FE,N4008424C0012,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,49:44.9,Award Notice,9/19/2025,,,336212,,,JPN
Warehouse Services,19M05524R0002a,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY RABAT,46:59.1,Solicitation,1/15/2025,,2024-08-30T11:00:00-04:00,561320,MA-25,,MAR
Janitorial Services,19TH2024Q0005,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",US EMBASSY BANGKOK,09:36.7,Solicitation,8/31/2025,,2024-11-12T16:00:00+07:00,561720,,,THA
19SG2024Q0031 Janitorial services for U.S Embassy Dakar,19SG2024Q0031,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAKAR,59:47.9,Solicitation,12/31/2025,8A,2024-10-31T00:00:00-04:00,561720,SN-DK,,SEN
Warehouse Services,19M05524R0002a,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY RABAT,02:28.5,Solicitation,1/15/2025,,2024-08-30T11:00:00-04:00,561320,MA-25,,MAR
Warehouse Services,19M05524R0002a,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY RABAT,59:59.4,Solicitation,1/15/2025,,2024-08-30T11:00:00-04:00,561320,MA-25,,MAR
Prince Sultan Air Base Commercial Solutions Opening (CSO),FA491124SC001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA4911  378 ECONS,27:56.3,Special Notice,09-02-25,,2024-09-20T20:00:00-05:00,333914,SA-01,,SAU
"ASBESTOS LEAD SAMPLING SERVICES CONTRACT AT VARIOUS U.S. NAVY, MARINE CORPS, ARMY AND AIR FORCE BASES AND FACILITIES THROUGHOUT JAPAN",N4008424D0051,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,07:46.9,Award Notice,9/17/2025,,,541380,,,JPN
Movement and Maintenance of Government Furniture and Appliances at Naval Air Facility (NAF) Atsugi,FA520924Q0060,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,39:24.4,Solicitation,10/22/2024,,2024-10-07T14:00:00+09:00,484210,JP-14,,JPN
Movement and Maintenance of Government Furniture and Appliances at Naval Air Facility (NAF) Atsugi,FA520924Q0060,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,19:27.5,Solicitation,10/22/2024,,2024-10-07T14:00:00+09:00,484210,JP-14,,JPN
Mobile Guard Shacks,FA557024QB003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5570  501 CSW RCO,02:41.2,Combined Synopsis/Solicitation,3/30/2025,,2024-09-23T04:00:00+01:00,332311,GB-CAM,PE 28 4DA,GBR
"Architectural and Engineering Services for Pituffik Space Base, Greenland",FA252325R0002,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,"FA2523  DETACHMENT 1, 21 CONS",06:02.3,Sources Sought,11-01-25,,2024-10-31T16:00:00+01:00,541310,,,GRL
Movement and Maintenance of Government Furniture and Appliances at Naval Air Facility (NAF) Atsugi,FA520924Q0060,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,20:29.6,Solicitation,10-09-24,,2024-09-24T14:00:00+09:00,484210,JP-14,,JPN
Mobile Guard Shacks,FA557024QB003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5570  501 CSW RCO,02:35.8,Combined Synopsis/Solicitation,3/30/2025,,2024-09-23T04:00:00+01:00,332311,GB-CAM,PE 28 4DA,GBR
"Kenya, Uganda, Namibia, and Tanzania Land Cruisers",20341924R00014,"TREASURY, DEPARTMENT OF THE",BUREAU OF THE FISCAL SERVICE,ARC DIV PROC SVCS - ADF,50:08.3,Combined Synopsis/Solicitation,01-01-25,,2024-09-13T14:00:00-04:00,336110,,,KEN
Janitorial Services,19TH2024Q0005,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",US EMBASSY BANGKOK,25:40.6,Solicitation,8/31/2025,,2024-11-12T16:00:00+07:00,561720,,,THA
USPSC United States Mission to the European Union (USEU) Humanitarian Specialist,7200AA24R00099,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,BUREAU FOR HUMANITARIAN ASSISTANCE,58:03.1,Solicitation,01-04-25,,2024-12-20T12:00:00-05:00,921190,BE-BRU,,BEL
SUPPLY AND DELIVERY OF BUCKET TRUCK,19RP3824Q0191,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,11:23.0,Solicitation,4/26/2025,,2024-09-16T15:00:00+08:00,336120,,,PHL
Movement and Maintenance of Government Furniture and Appliances at Naval Air Facility (NAF) Atsugi,FA520924Q0060,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,44:12.8,Solicitation,10-09-24,,2024-09-24T14:00:00+09:00,484210,JP-14,,JPN
C-130 Maintenance & Repair Services,N6264924R0029,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVSUP FLT LOG CTR  YOKOSUKA,23:56.2,Presolicitation,08-01-25,,2024-09-19T16:00:00+09:00,488190,,,JPN
Residential Alarm installation and monitoring services,19MX5724Q0009,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN CONSULATE HERMOSILLO,40:11.6,Presolicitation,01-11-25,,2024-11-11T11:00:00-06:00,561621,MX-SON,83204,MEX
"Design-Build Construct Multi-Purpose Facility, Larnaca, Cyprus",N3319124R0038,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,47:12.9,Solicitation,12-09-25,,2024-10-08T14:00:00+01:00,236210,CY-03,,CYP
"Design-Build Construct Multi-Purpose Facility, Larnaca, Cyprus",N3319124R0038,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,39:17.3,Solicitation,09-09-25,,2024-10-08T14:00:00+01:00,236210,CY-03,,CYP
"Supply, Delivery, Installation (if required) and Dismantling (if required) and Disposal of AC Unit",19RP3824Q0219,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,24:31.9,Solicitation,7/23/2025,,2024-09-23T16:00:00-04:00,423730,,,PHL
Supply and Delivery of Audio and Video Equipment,19RP3824Q0164,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,13:46.1,Solicitation,1/30/2025,,2024-07-26T15:00:00+08:00,334310,,,PHL
Landscaping Services,19GB5024Q0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY LIBREVILLE,14:42.9,Presolicitation,09-05-25,,2024-09-05T17:30:00+01:00,561730,GA-1,4000,GAB
USAID/RDMA Thailand HIV Key Population Civil Society Organization (KP-CSO) Leadership Activity,72048624RFI00002,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/RDMA/THAILAND,44:00.7,Combined Synopsis/Solicitation,12/31/2024,,2024-08-29T15:30:00+07:00,541990,,,THA
INVITATION TO BID FOR MEDICAL EQUIPMENT,PR12797173,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MONROVIA,04:46.9,Solicitation,10-07-24,,2024-09-22T16:00:00+00:00,42345,LR-MO,,LBR
"Waterproofing repair on a balcony of a USG building located in Strasbourg, France",19FR6324Q0053,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY PARIS,01:36.0,Solicitation,10-11-24,,2024-09-26T18:00:00+02:00,238990,,,FRA
Masonry work in a U.S Government Property located in Strasbourg,19FR6324Q0052,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY PARIS,57:54.9,Solicitation,10-10-24,,2024-09-25T18:00:00+02:00,238140,,,FRA
"FY23 OMA Convert Vehicle Storage Warehouse B122-S1, Sagami General Depot",W912HV24B0012,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SN ENDIST JAPAN,16:49.1,Solicitation,08-09-25,,2024-09-06T14:00:00+09:00,236220,,,JPN
Polling Survey for U.S. Embassy Singapore,19SN1024Q0037,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY SINGAPORE,04:03.8,Special Notice,12/31/2024,,,541910,,,SGP
"Base Operations Support (BOS) Services U.S. Naval Support Activity (NSA) Souda Bay, Crete Greece",N6247024R0001,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM ATLANTIC,16:58.1,Solicitation,10/19/2024,,2024-10-04T14:00:00-04:00,561210,,,GRC
"HOTEL ACCOMMODATION AND CONFERENCE PACKAGE AT BAGAC, BATAAN",19RP3824Q0233,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,52:02.8,Presolicitation,3/27/2025,,,721110,,,PHL
"ARCENT Readiness Training Center Microgrid Project - Camp Buehring, Kuwait",W912QR24R0046,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST LOUISVILLE,55:17.6,Solicitation,09-04-25,,2024-10-04T10:00:00-04:00,237130,,,KWT
"ARCENT Readiness Training Center Microgrid Project - Camp Buehring, Kuwait",W912QR24R0046,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST LOUISVILLE,54:16.1,Solicitation,8/26/2025,,2024-10-04T10:00:00-04:00,237130,,,KWT
"Supplemental Health Insurance coverage for its a) Active LE Staff and their dependents and b) CSR Annuitants and their dependents for the U.S. Embassy Athens, Greece.",19GR10-24-R-0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY ATHENS,56:51.3,Presolicitation,12/31/2024,,,,GR-I,,GRC
Hazardous Waste Storage Shed,FA557024QB001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5570  501 CSW RCO,46:32.7,Combined Synopsis/Solicitation,12/27/2024,,2024-09-06T15:00:00+01:00,332439,GB-CAM,PE28 4DA,GBR
Prince Sultan Air Base Commercial Solutions Opening (CSO),FA491124SC001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA4911  378 ECONS,30:54.8,Special Notice,09-02-25,,2024-09-17T08:00:00-05:00,333914,SA-01,,SAU
Work Injury Compensation Insurance for US Embassy Singapore,19SN1024Q0023,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY SINGAPORE,32:33.7,Special Notice,12/31/2024,,,524210,,,SGP
"HOTEL ACCOMMODATION AND CONFERENCE PACKAGE AT BAGAC, BATAAN",19RP3824Q0233,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,30:30.1,Presolicitation,3/27/2025,,,721110,,,PHL
"Kenya, Uganda, Namibia, and Tanzania Land Cruisers",20341924R00014,"TREASURY, DEPARTMENT OF THE",BUREAU OF THE FISCAL SERVICE,ARC DIV PROC SVCS - ADF,29:02.9,Combined Synopsis/Solicitation,01-01-25,,2024-09-06T14:00:00-04:00,336110,,,KEN
